"userID","anzahl"
"824378909985341451",121
"995959406921523240",650
"989404318086094898",231
"853742600061714482",538
"951214932119150662",13
"461016766420877332",500
"963554907783323678",324
"935241618213204008",30
"904004825690300477",10
"966763433510961223",30
"995912905818116196",330
"868527841812299846",7
"997928770122022945",179
"790936967302479922",93
"686212997521211436",119
"629325344284999701",7
"832540031897305089",24
"941750986551205930",47
"840122604115329055",30
"946437098553090109",23
"992817949817704528",52
"758976327113506876",57
"968867502086057995",21
"687297915076870157",37
"797124271914483723",4
"927919372821995520",142
"784708469495300106",3
"307187690049372164",6
"443789116484878336",3
"837258284523847723",76
"966025458556747796",2
"952935590406537236",2
"816628412185051207",32
"618805150756110336",22
"967368147533430856",32
"799543456329629716",49
"939194327442268161",18
"481781881742950401",95
"847053490994806824",5
"986353878494773312",11
"580445863231356938",25
"854340159096750090",103
"902210473582293023",2
"404367038753275904",2
"1000350396017025135",17
"827952900381868072",25
"902617039531814924",11
"679706007219339376",69
"518765641713582100",8
"832932859017822208",9
"931217348713660446",8
"701813696413827142",11
"980460716345683978",1
"980373957402296331",38
"977575918216302622",2
"692440194019885136",152
"823534232525471784",4
"689386059326292008",8
"268768664411439115",7
"1001960351358799973",2
"976100030345801759",34
"802181685412102164",1
"947176753502224384",13
"780306401254834196",189
"1001927013097025637",11
"831222668178489386",8
"803634033501667330",6
"950803636928266260",9
"714361420409733171",31
"905485407532232754",10
"796814931831160834",19
"944309381720334417",23
"966708186717503518",1
"873922994718773278",45
"839221856908214313",56
"926103617054834708",1
"720700352730497155",105
"840994600059273276",75
"962004701329645588",55
"959050473074196551",16
"981898944017739836",39
"936354421900726312",13
"971797457652563968",25
"835782971235368960",4
"837044499346620448",17
"999364786196316220",76
"923857059517186099",12
"910197873260507136",12
"850444597813182485",36
"910247687364939807",13
"961687420485664849",2
"928006833162059846",3
"926748155637301258",13
"959775346989879347",78
"608677887708495882",6
"519530795090837514",9
"879677831569870859",25
"996459070687031396",75
"1004840041811554464",37
"972821527798099978",1
"781840016158228480",1
"851037560196169790",2
"848636898552447006",8
"1005072529184010290",5
"957905955503349840",1
"904666156772757524",3
"909885633932181555",1
"842760140401672214",2
"738800213271117964",5
"124220790001500161",59
"825733838927691817",44
"522773116762456064",1
"539502259537444875",57
"626081708361646101",5
"869529587414102066",1
"705094669964673036",19
"586609553349672977",13
"730734267704934422",232
"688080245403681005",44
"636564940236390430",4
"1006184857908559903",1
"709770594060599316",1
"794901871398879232",2
"914481579257131039",4
"792794981517099069",84
"535529594330021889",11
"770223395035283466",2
"932566860711489627",37
"597754067128811522",194
"932306247632437280",5
"613322126551678976",3
"374083438371930113",457
"754069580812517456",52
"983754168978268180",2
"948565546742452284",24
"805180370260983858",202
"475928067479568384",1
"928363369709334578",4
"525974888750645249",753
"940070669729820733",14
"1008975489962082374",56
"991807730417418250",331
"972038606128566342",44
"825356432319840277",77
"913084836900655135",4
"934790682793607199",210
"917041927185125438",22
"826130577337614346",23
"886986109979090995",23
"827174631462141982",3
"764173981707272242",2
"720879220561018912",3
"853356086584016967",5
"1007567826921455626",10
"779429488576561193",25
"859292982632382485",9
"847879019469865040",68
"964261766009852015",8
"769504453194940447",70
"859364507465678848",88
"1005782138790092811",4
"952173663233392650",15
"825400094936530975",33
"807195962338443276",5
"1005428637010497568",106
"781923698851446794",157
"961351646359740466",84
"933350026141380708",238
"683354538433839340",21
"786936276699971615",60
"846322946795634688",26
"886525558853361734",1
"906999982865932298",2
"682974870266576956",19
"904402034600575026",15
"967002758945329172",2
"799335586406203492",4
"775433367595909129",162
"811317940179173406",2
"976090592310362163",3
"380109172617773056",5
"853563496948432941",26
"993929547353427968",25
"896822236437180456",1
"614724544489324555",1
"874719475142901902",10
"683055422650974448",29
"785059784604778496",27
"774259952851484683",3
"950058246939492363",4
"953987718403203183",56
"983782519277236255",11
"1004804726497476679",11
"418503877709791233",6
"422022707560054795",22
"892676014868680715",7
"925677714642468904",2
"784835845634392066",38
"969947363030487081",5
"948168223545757737",4
"905116000326914070",33
"818576302881505368",121
"779430101259255829",6
"337210546459901952",73
"552471151247491072",21
"765137438619598878",13
"796475089658708009",8
"868909873331572816",39
"915266458588688435",20
"928002078666784808",1
"970405038604316682",38
"766642396238446632",18
"543137538815164428",4
"693523513792790648",41
"693108996399431781",7
"527802126488043551",19
"901778776646619147",3
"711961971347554334",20
"745201745294131250",53
"722504610702426212",20
"914113733549260820",33
"748612259420569625",142
"983408589068730449",26
"583542284281315347",4
"1006136184583507988",1
"772821490118164491",18
"743041314404302887",27
"940555687598129222",5
"674359261278502921",1
"975517964365361152",13
"857574086909755422",24
"822930913477787678",1
"347077478726238228",12
"826022374020874290",1
"791989862936870932",17
"1001200401292476457",59
"739489044702167362",5
"647502241477033990",7
"932669935266713662",102
"989873913297260616",11
"775242927948955692",179
"909700322266607696",47
"403606660297261076",14
"1005876023054844085",1
"764157181285105685",15
"911365307329814538",1
"919747347112656958",95
"588388776477458463",183
"790530223421652993",21
"1000460508811497573",35
"801138013701799956",102
"993187056312389702",21
"1002922104133537812",1
"811868517775179797",1
"729997823306760242",6
"932668912485666906",75
"434394986352476161",59
"788080009444851783",7
"863414925950320660",5
"828646971139948556",93
"709383987432390759",1
"792096088021794866",46
"910591972018901062",22
"709004687013052506",22
"544926802225922061",25
"721467797238186074",81
"809389236179435541",19
"992494066195509304",73
"963888603296071760",1
"966366357841137724",16
"776112644972216351",27
"1007322300309327872",20
"1003940277926498404",1
"838353789307191296",60
"905047099429777448",3
"838109867322507324",2
"786713941011202078",8
"852903649277378620",227
"699922189679591474",7
"867452059576827925",1
"572731643282849798",170
"995654439392251974",16
"955896384891011072",3
"1013651239625560114",1
"885163726049800223",2
"989934900197089350",1
"1013430620271165471",1
"658021622640279552",53
"909027114366406676",1
"805827935289606164",7
"604932358617169940",2
"815843018048798741",1
"844488878614118421",1
"987369724415455272",1
"800721845711667252",56
"672128559321710593",190
"1013502077810528305",1
"835163449759498311",11
"1010516743401242666",28
"807263960209293312",2
"993623828662071485",21
"945638262570115103",3
"803290272040615937",128
"1015708362597482577",171
"972082455953670146",17
"829543922845089812",17
"611466165809709056",3
"802547514469122068",30
"1013481601189023807",4
"697580864707494010",99
"658722937280528394",3
"873234979239383040",17
"635429729419132931",3
"991745850810314873",5
"982353263800233984",22
"911565112190586900",8
"993181441762545746",110
"928654678164647936",50
"784812447327715328",51
"984515327717150720",4
"759792199394656267",5
"942383452618121286",79
"992157761959891004",7
"778298444984352778",6
"724238906920271932",3
"959922178290233364",4
"988486986757197864",3
"650078628423401480",6
"813348313171492887",2
"935227906861449287",1
"1019581911611490306",8
"771410286561198101",70
"947529541834903582",10
"802123814896664577",5
"828912418570108939",26
"1001826064189902989",147
"869268801194196994",19
"845694254160543764",31
"582136382995169280",1
"854462528896499733",10
"991056458013614100",4
"862342206055645244",136
"951901943092117524",102
"954075808358629406",42
"890843058105622579",37
"570883016616837120",1
"943765322874363924",32
"967475858547830784",34
"1012702377180155964",360
"852534176472104971",12
"974953143374848050",27
"953315541878177822",40
"944669699269091418",5
"971811782152839178",16
"917039977387401297",25
"885236198849798214",109
"1013448351188013057",4
"875051093598568528",3
"908774174380662834",4
"893908774509752391",20
"861999512017043496",20
"1018822424516640768",11
"999399301249765446",22
"832888886719152168",19
"701742833312464946",1
"692045733007720489",12
"813451274078388295",12
"841359542419849248",26
"675475112576942083",30
"796090324291420170",2
"1015925132256092170",8
"780781939002572800",2
"967726625477263371",9
"940623992333692968",1
"920142997725786153",93
"1019346203546234991",7
"680795704767283219",55
"737347350531670046",3
"920385751781367808",9
"958075456689676328",11
"816551179529093121",7
"703286984138817656",30
"378227075372548109",12
"885935428992110632",41
"461270389784444928",11
"1006576359084146708",17
"258316637478977556",3
"1003672254661529650",4
"809785802518822912",47
"830336630802874369",1
"1019675270296379484",1
"748082141371301970",20
"809082498830303305",34
"848286171499069461",37
"796423581009051649",54
"836863445021753406",65
"863090970005340180",2
"995441464567931040",2
"524992289307623425",18
"554056317338124382",106
"964172197964963890",6
"926234861977608262",21
"282590141489610753",11
"646789049855639552",29
"830860584794849320",6
"1003296704440827955",5
"664067810934128650",7
"793154768511041576",16
"738341276478341132",1
"998219098058141708",10
"718124227647242262",21
"837339219022053496",2
"655525346522693642",12
"672064004851761172",4
"1018432193082699786",2
"967448778644811827",20
"1007993269944324157",8
"953361295976054786",17
"920352224150974484",1
"798239127572709399",14
"1007956215097196564",1
"801143336223244308",3
"944605868287201340",1
"932714818094399498",5
"989419938039087124",2
"629975208631074836",64
"1004783937362608292",6
"1019718906237177856",3
"487989785659703316",4
"920668882488926258",5
"801128900754145282",5
"992414682205933658",2
"936638752137310319",5
"890653069736566794",12
"393146666695262218",14
"960835344209678347",1
"931795662704615444",236
"945743909940781126",1
"724230176921354250",1
"715183870361731093",18
"780426645353922560",19
"698178423863902298",6
"744146220745752599",46
"816016808544043028",13
"699269850773586012",2
"768778678993027083",3
"937419491447541791",1
"1023155648583704630",2
"1005071996796801044",4
"997110470458740797",12
"621674595518382080",36
"465932774746882049",3
"992405292946047018",20
"1007570598806962206",21
"863091065816612895",140
"988502572404969552",27
"895020562039074866",3
"925657473485013012",6
"888436911864176640",2
"976156443675873361",169
"1101475056250527794",10
"1046043050398449735",1
"944723109284560917",28
"1068568703278514266",3
"1039880131956719616",37
"841967224658984962",1142
"1101757835064397955",8
"1012291606688321546",10
"944725633072779334",12
"928460632905359422",60
"430691432047706124",35
"905133915700863026",1
"814890555023687761",56
"1056090217339179088",1
"962784016145199195",5
"937462616606015561",3
"761539414219554816",1
"919980191940485120",5
"1096020487932477542",21
"929990913021865984",16
"822377767366426674",6
"1081477271094820874",91
"869479871095648278",9
"865725803312316446",15
"1000129810795872366",5
"823906525054763010",1
"930831340440543293",1
"710128965930451037",1
"934773626094387220",1
"1094142157700477008",64
"1083272398004027442",3
"873882245579030568",1
"981938463425318972",3
"598504424570093594",7
"1102916324260335737",4
"1103674476362747984",9
"380397027487645726",1
"1058776448564998204",1
"578222969025724427",2
"859362309767692298",2
"1069934655240949901",2
"667841859137175562",4
"593450283510792213",26
"1026901088294674443",2
"766021027590832228",14
"1104423788944310302",1927
"947400397990002689",1
"1099046084472483850",1
"977175722613432351",1
"812392810211967067",3
"950066652953841715",2
"573419365110906894",1
"1061632138484654161",11
"972201358683959326",1
"888107693368307755",22
"1029465985587097600",4
"935556884746866758",11
"1060972172782342184",1
"809814200046059557",6
"1007581400171556925",1
"688423564596215886",31
"734760917123989636",21
"941010996670128228",3
"1069277258222669834",20
"801092156919644180",2
"727239842693513289",11
"906884117633855558",1
"706360651768922122",1
"1070395941053538354",79
"1013874158037368842",6
"998307050952069263",6
"1032261764752097310",5
"664162396209807401",1
"780088946629279745",6
"624899725086425099",1
"1079477045433729154",2
"892771324735406150",156
"1076114430598856755",1
"1005530150689046579",2
"1017140078700671067",4
"827953974715613234",3
"1043194432821919805",4
"800770267857158194",17
"454153565976395777",3
"1038150215762456586",6
"836260100732747827",21
"646025227788222474",31
"474607788799033405",31
"1066371479714943039",17
"929462015192350770",7
"1028320678220398704",4
"793875829088059414",3
"699219409922818054",1
"977483570337705984",11
"1090614462031069209",1
"812992994293579786",2
"838528446795087962",2
"752439049460908072",44
"941998396934340619",3
"1091354448149893310",25
"888801873220485171",4
"841935599862022144",1
"828729080375017502",5
"880436867357622292",1
"849300381186916423",1
"919707130985078814",2
"993778035214004254",11
"1040715616052588565",1
"915614645061025873",2
"591892441427214336",43
"454694673072652288",5
