"guildID","channelID","userID"
"925729625580113951","949990052258271263","824378909985341451"
"834167809931870228","954480050340782110","764669366662725692"
"937376412183183452","956119076239974400","824378909985341451"
"937376412183183452","956120535429967902","824378909985341451"
"937376412183183452","956121268103553084","824378909985341451"
"937376412183183452","956121721080016897","824378909985341451"
"937376412183183452","956122267673329674","824378909985341451"
"937376412183183452","956122868452851712","824378909985341451"
"925729625580113951","956896449948442664","923479465294700565"
"925729625580113951","957617917212635226","923479465294700565"
"925729625580113951","961331982544044163","827871760656367636"
"925729625580113951","962080179281354803","600318498253832221"
"961971433486041198","963067806881034270","936288778497171456"
"943483956664356894","963333315992117258","840988884144881734"
"913529131931664475","963390577498550312","942868214562582569"
"913529131931664475","963395060429377566","942868214562582569"
"913529131931664475","963424795553316914","722023890984894465"
"940569469409968139","964558213666177124","552810118211960852"
"943483956664356894","965193128611029072","733567155823443980"
"933706031517802536","965517470897156097","831222668178489386"
"925729625580113951","966677780970504212","594922360553865216"
"933706031517802536","967320340382507068","820927306653630474"
"836132315809316878","967394413162688543","715188997877661726"
"943483956664356894","967402727078518784","936623166581772398"
"925729625580113951","967734332162736128","853706105338331168"
"933706031517802536","967793196123959296","733567155823443980"
"892080636645486683","967815705057710230","733567155823443980"
"943483956664356894","968737700553306143","891340697259622440"
"943483956664356894","969168823674617886","860942552278106122"
"943483956664356894","969196058964021298","944700020542820403"
"933706031517802536","969346608208703498","609148553968877638"
"943483956664356894","969950006712889344","881128768759021630"
"943483956664356894","970028723837493379","840988884144881734"
"943483956664356894","970028989492129813","840988884144881734"
"933706031517802536","970384231547154532","693058472929001553"
"937295768908353577","970394380512923748","803897985510932491"
"941035429203968062","970421798816600096","873227813161959534"
"970706615441449020","971029027664039976","785059784604778496"
"971122193918476298","971382046129807410","656506779303149579"
"971122193918476298","971791901906833508","820927306653630474"
"933706031517802536","971844568251252736","943811335794335746"
"925729625580113951","971863920631488562","942385774173753404"
"966811756376776724","972549707161280633","734727390042914867"
"918191764312051793","972849116403101696","956938192609738802"
"676115729124425737","974282673298223114","914895387339411506"
"918191764312051793","974363480507437106","676001622186262528"
"925729625580113951","974691648619548754","840122604115329055"
"933706031517802536","975327049197682698","737955549307600898"
"914094159827185674","975410603936084079","736767363030188072"
"914094159827185674","975447815901827132","968131311699120169"
"914094159827185674","975449285921472582","577903846186287114"
"914094159827185674","975627979281563678","718087229364240519"
"914094159827185674","975739465228251166","658726188121849856"
"914094159827185674","975755540858814464","688544000029884531"
"963099143268626432","975785298153832498","830853005858308098"
"965566481322606592","976143419363696641","436111971524411392"
"914094159827185674","976915465987301396","951464632030212136"
"914094159827185674","977266539604639805","759153259004559371"
"914094159827185674","977299636836524053","751485760582057995"
"914094159827185674","977517865236316190","822536430714749028"
"877291515838361690","977548598877233212","840122604115329055"
"877291515838361690","977549903175770172","886150113557381150"
"963099143268626432","977645236396371998","640256514267021314"
"976101529733955634","977672908841320538","976100030345801759"
"965566481322606592","977855681027788820","801580811266162689"
"877291515838361690","977859318445649962","840122604115329055"
"965566481322606592","977969386604335124","924667459112427570"
"676115729124425737","978005669087174738","860942552278106122"
"914094159827185674","978021458813009930","608062391242194956"
"965566481322606592","978292214717366282","752555494169772173"
"965566481322606592","978310536695529472","728340987591655464"
"914094159827185674","978363269024714762","748986668828196865"
"965566481322606592","978364604717596742","859636065844330546"
"966811756376776724","978633494483853352","517006124323438594"
"914094159827185674","978675020467421224","808639261665394719"
"975466086730436628","978707096600199308","811621520635461632"
"965566481322606592","978711863107940403","861988636697428008"
"965566481322606592","979061924241227816","766351160498978866"
"965566481322606592","979095231083454524","953330521621008385"
"914094159827185674","979433385418166312","908081605409652746"
"676115729124425737","979469738600194098","382073979491450881"
"914094159827185674","979730519057109032","718087229364240519"
"914094159827185674","979744447820599366","665488794132283393"
"676115729124425737","979818272755175484","914895387339411506"
"914094159827185674","979838255207964742","792878688722354176"
"914094159827185674","980017233621286972","943502534771892264"
"676115729124425737","980082302635884555","914895387339411506"
"914094159827185674","980197927991509102","739813650155438111"
"933706031517802536","980210516507119696","904004825690300477"
"836132315809316878","980233217141518376","803693555226771466"
"933706031517802536","980414619430576138","874336395152482334"
"914094159827185674","980474747823489115","708268565328822306"
"918191764312051793","980512205017612339","948508968114860082"
"977892671458779136","980561092042440744","980188361706852432"
"966811756376776724","980892070745096202","864474755419996192"
"963099143268626432","981158231130918922","592703514506035201"
"896713953412001793","981243187807002685","764157181285105685"
"971122193918476298","981269367608180886","976850327909314660"
"977892671458779136","981909739397083196","804420470073327716"
"918191764312051793","981941097410469908","825653906969067560"
"914094159827185674","982245133389033502","544487992291753984"
"914094159827185674","982366271343591454","702152825899057153"
"914094159827185674","982373274103197726","792441649062084648"
"896713953412001793","982669015891738725","982598188554915850"
"914094159827185674","983261696841900052","681141076907786326"
"914094159827185674","983331030633152552","327026753136492547"
"914094159827185674","983375801749766195","299883668531576832"
"933706031517802536","983432151070560337","803354239254265866"
"914094159827185674","983441742831419442","738046379032576020"
"896713953412001793","983692894118494208","983688716637847572"
"896713953412001793","983693695486423040","983688716637847572"
"896713953412001793","983695527453544448","983688716637847572"
"896713953412001793","983698632362565702","983688716637847572"
"896713953412001793","983701711967383632","983688716637847572"
"914094159827185674","983776840734892052","811868517775179797"
"914094159827185674","983963376982052864","552561643175936002"
"933706031517802536","984049673981554708","886986109979090995"
"914094159827185674","984102817109262366","552561643175936002"
"969229021244178462","984162559013843025","780088946629279745"
"968162980946673756","984170034538614804","794901871398879232"
"933706031517802536","984356592709406720","919318582284939335"
"896713953412001793","984486408683126845","954429415536853123"
"896713953412001793","984543438756257793","631892329967517706"
"896713953412001793","984803750105468948","563021478073729054"
"896713953412001793","984880912758095922","803693555226771466"
"896713953412001793","984880974301130802","803693555226771466"
"896713953412001793","984881019872231464","803693555226771466"
"914094159827185674","984881053296623706","792441649062084648"
"914094159827185674","985166108220862504","534407472098836491"
"966811756376776724","985492077242634260","821023285332148240"
"975466086730436628","985513481837092874","791639582692999169"
"966811756376776724","985551777455829032","794901871398879232"
"914094159827185674","985584504536186920","982990739531251802"
"914094159827185674","985603237489041408","792441649062084648"
"914094159827185674","985606149535563876","925749838589603872"
"914094159827185674","985642853524996196","534407472098836491"
"966811756376776724","985930901206728735","513260196441620481"
"966811756376776724","985931801522479214","557268896416006144"
"875338422800224257","986235380934246400","420567395003006977"
"914094159827185674","986302597742886952","936310641361297499"
"836169138263031808","986323416502120468","911665843304284200"
"968162980946673756","986981746140676117","936932034557915186"
"914094159827185674","986990934703095818","855789575876378635"
"933706031517802536","986998402166423552","272090750760517633"
"977632897840349204","987030659140845658","904666156772757524"
"676115729124425737","987083077606064158","860942552278106122"
"896713953412001793","987320246492889118","949308714811289651"
"966811756376776724","987432447006367846","816985975363338260"
"933706031517802536","987700754326388807","375252342985195522"
"984928443173068880","987737931814957176","985114570446241793"
"984928443173068880","987738184140091453","985114570446241793"
"984928443173068880","987738808973926470","985114570446241793"
"984928443173068880","987750428043247676","481781881742950401"
"984928443173068880","987751994200572014","985114570446241793"
"896713953412001793","987781174057398283","817842325748318279"
"896713953412001793","987784930752872508","888788136317046805"
"896713953412001793","987797058054393896","510924791272964096"
"984928443173068880","988088632139210762","985114570446241793"
"933706031517802536","988128677386653726","929341907430154310"
"966811756376776724","988814044112760903","987246935343771668"
"933706031517802536","989101618932899889","886986109979090995"
"965686695418794034","989191642907041862","726133552906764369"
"933706031517802536","989538397095874600","836896201776300033"
"933706031517802536","989875682446278676","921133049406685214"
"933706031517802536","989891983269048380","707598260650377247"
"965686695418794034","990854695851528202","759153259004559371"
"965686695418794034","992913014804201482","483201976486592524"
"965686695418794034","992913032269271111","483201976486592524"
"963099143268626432","993065567596593154","825653906969067560"
"973289734057132092","993182626670186506","896342529799254027"
"777886844334505995","993494146058833950","709810858179690548"
"973289734057132092","993847543081476127","890933187327426570"
"914094159827185674","993859551629692928","899293212211028009"
"933706031517802536","993882056054542428","647744671434407937"
"965686695418794034","993918494867456010","722504610702426212"
"925729625580113951","995357660356542568","840122604115329055"
"984083592110039120","995735479775412254","682301513145516052"
"965686695418794034","995745542388850719","751485760582057995"
"977632897840349204","995769082857132092","615549489952063516"
"920968061526364210","996107283580850238","954161154098348042"
"960991044302946354","996431735023734785","701738072227971072"
"965686695418794034","996520816571334717","354600705304166403"
"973289734057132092","996836859181273089","829270714929774663"
"943483956664356894","996971673804869652","606941271310729232"
"973289734057132092","997948665819824168","987246935343771668"
"973289734057132092","998174122955776010","936623166581772398"
"973289734057132092","998296234303430777","994301549662720100"
"933706031517802536","998318099201798248","573515729404690452"
"973289734057132092","998837513789644811","840255542454124565"
"984083592110039120","998919148241424449","596773956707549184"
"973289734057132092","999234044627783680","980460716345683978"
"973289734057132092","999236311103832074","980460716345683978"
"973289734057132092","999242462587539566","980460716345683978"
"973289734057132092","999243364060889108","980460716345683978"
"925729625580113951","999750665444266037","618805150756110336"
"933706031517802536","999962665889837077","878293871669428225"
"974804274414497802","1000015848615968848","775432882474450965"
"965566481322606592","1000050497941676073","838434202276855858"
"973289734057132092","1000332909342896128","980460716345683978"
"973289734057132092","1000646157648797727","925836174642257922"
"989961082833608795","1000779158391111952","409383257428197376"
"925729625580113951","1000804599155937412","853742600061714482"
